band,bandLabel,member,memberLabel
Q7425978,Satchel,Q3481634,Shawn Smith
Q7413206,San Agustin,Q5232815,David Daniell
Q5446581,Fictionist,Q77851945,Robbie Connolly
Q5607798,Whiplash,Q56398063,Tony Bono
Q7396595,Saccharine Trust,Q6208458,Joe Baiza
Q7408616,Samantha 7,Q1022340,C.C. DeVille
Q7413691,San Diego Men's Chorus,Q5528612,Gay Men's Chorus of San Diego
Q7401691,Saint Low,Q6780112,Mary Lorson
Q7634673,SugaRush Beat Company,Q7283563,Rahsaan Patterson
Q7907385,VOM,Q7327771,Richard Meltzer
Q7760039,The Refreshments,Q7357994,Roger Clyne
Q1939097,Mission of Burma,Q7176445,Peter Prescott
Q7634611,Suffrajett,Q7517745,Simi Sernaker
Q1939097,Mission of Burma,Q6776710,Martin Swope
Q7748830,The Loud Family,Q7436870,Scott Miller
Q19879907,Freeman,Q3373497,Gene Ween
Q19881958,Sumac,Q4468153,Aaron Turner
Q19880099,Greenhouse,Q4930408,Blueprint
Q19866401,The New Basement Tapes,Q3178845,Jim James
Q19873455,Billy & the Kids,Q862250,Bill Kreutzmann
Q7717425,The Beyman Bros,Q336074,Christopher Guest
Q7715946,The Be Five,Q362599,Andreas Katsulas
Q7715946,The Be Five,Q241909,Claudia Christian
Q60588325,Little Richard and His Band,Q82222,Little Richard
Q62033468,Merle Haggard and The Strangers,Q183092,Merle Haggard
Q7718502,The Blackout All-Stars,Q740099,Ray Barretto
Q7710156,Thanatopsis,Q265252,Buckethead
Q7691618,Team Unicorn,Q874899,Michele Boyd
Q15044402,Trocadero,Q60320752,Nico Audy-Rowland
Q7688981,Tav Falco's Panther Burns,Q512568,Tav Falco
Q7560325,Sometymes Why,Q6438092,Kristin Andreassen
Q7715081,The Away Team,Q6402760,Khrysis
Q7560552,"Son, Ambulance",Q6210728,Joe Knapp
Q7714985,The Autumn Defense,Q3137162,John Stirratt
Q7715490,The Bama Band,Q6480895,Lamar Morris
Q7561807,Sonic Elements,Q5229097,Dave Kerzner
Q7716142,The Beatnigs,Q715181,Michael Franti
Q7716482,The Belmonts,Q1338839,Fred Milano
Q7718323,The Black Gang,Q924668,Mike Watt
Q7715946,The Be Five,Q748584,Bill Mumy
Q7542679,Small Brown Bike,Q1933445,Mike Reed
Q15052772,Red Lamb,Q2267088,Patrick Johansson
Q17183679,Knifefight,Q2892832,Beans
Q15052890,The Thorns of Life,Q2905851,Blake Schwarzenbach
Q5576837,Gods Child,Q2964857,Chris Seefried
Q18154013,Kisses for Kings,Q1973805,Tony Lovato
Q15052841,The Blue Note 7,Q2073924,Peter Bernstein
Q17148786,Wild Cub,Q6382705,Keegan DeWitt
Q17143760,Moonalice,Q7358633,Roger McNamee
Q17108658,Wovenwar,Q3901343,Phil Sgrosso
Q17120958,Commissioner,Q2554647,Mitch Lucker
Q16247348,Bones,Q5220336,Danny Faragher
Q6267958,Johnny and Jonie Mosby,Q40744828,Jonie Mosby
Q3391574,Starchildren,Q311382,Billy Corgan
Q15052857,Kate & Kacey,Q28835710,Kate
Q15052857,Kate & Kacey,Q28835711,Kacey
Q62097134,Fragile Gang,Q62097132,Arlo Klahr
Q5575850,God Fires Man,Q78179123,Adam Marino
Q16741886,Lucius,Q30008058,Jess Wolfe
Q63061715,VKTMS,Q55931621,Nyna Crawford
Q7261081,Pure Energy,Q74603265,Curtis Hudson
Q16741886,Lucius,Q75005186,Holly Laessig
Q19862443,Act of Defiance,Q28256,Chris Broderick
Q16962755,Lismore,Q56809161,Penelope Trappes
Q7353721,Rocco DeLuca,Q42283026,Rocco Deluca
Q7336115,Rising Appalachia,Q20685608,Leah Song
Q7917429,Vaura,Q16216110,Joshua Strawn
Q7352896,Robin and Linda Williams,Q28835709,Linda Williams
Q7352896,Robin and Linda Williams,Q28835708,Robin Williams
Q5506036,Frontier Ruckus,Q23007933,Matthew Milia
Q7896966,Unknown Mortal Orchestra,Q23901588,Ruban Nielson
Q7917963,Vedera,Q18154078,Kristen May
Q16959671,LadybiRdS,Q16734782,Tyler Pursel
Q7635537,Suit of Lights,Q25345072,Joe Darone
Q7631506,Sublime with Rome,Q16232374,Rome Ramirez
Q5509375,Funny Money,Q20687581,Steve Whiteman
Q7719992,The Brian May Band,Q15873,Brian May
Q7719992,The Brian May Band,Q14341,Cozy Powell
Q16828625,Curtis String Quartet,Q1683744,Jascha Brodsky
Q16823268,The Birds of Satan,Q312395,Taylor Hawkins
Q16828609,Cupcakes,Q4994327,Matt Walker
Q16829662,DII Band,Q1159171,Dan Spitz
Q5250153,Deep Dark Robot,Q236125,Linda Perry
Q7719992,The Brian May Band,Q7493818,Shelley Preston
Q7719992,The Brian May Band,Q6829166,Michael Casswell
Q5323369,eMC,Q592381,Masta Ace
Q7718915,The Bo-Keys,Q7436014,Scott Bomar
Q6267958,Johnny and Jonie Mosby,Q40744816,Johnny Mosby
Q6310682,July for Kings,Q6210262,Joe Hedges
Q6304877,Jughead,Q4572438,Ty Tabor
Q6223418,John Brown's Body,Q6396706,Kevin Kinsella
Q4876923,Beat Circus,Q4963296,Brian Carpenter
Q6275943,Jonzun Crew,Q4405892,Maurice Starr
Q6267990,Johnnyswim,Q4739774,Amanda Sudano
Q3521391,Ben Harper & the Innocent Criminals,Q380849,Ben Harper
Q3422082,Reconstruction,Q312870,Jerry Garcia
Q7749030,The Lovely Sparrows,Q7491384,Shawn Jones
Q3424310,Relentless7,Q380849,Ben Harper
Q7749653,The Main Frame,Q7613083,Steve Krolikowski
Q7424478,Saros,Q63065903,Leila Abdul-Rauf
Q7417596,Sanford-Townsend Band,Q83620458,Ed Sanford
Q7403552,Salamander Crossing,Q7292953,Rani Arbo and Daisy Mayhem
Q69681896,James Brown & The Famous Flames,Q5950,James Brown
Q7102542,Original Harmony Ridge Creekdippers,Q355588,Mark Olson
Q7748985,The Love Unlimited Orchestra,Q258833,David T. Walker
Q7316943,Retribution Gospel Choir,Q17012611,Alan Sparhawk
Q7319116,Rex,Q23884212,Doug Scharin
Q7748929,The Love Kills Theory,Q5065756,Cevin Soling
Q7749166,The Lucky Strikes,Q5181189,Craig Marshall
Q7749010,The Loved Ones,Q1173226,Dave Hause
Q17145609,Tanzplagen,Q215182,Michael Stipe
Q7686827,Tartar Lamb,Q7811787,Toby Driver
Q7707736,Texas Hippie Coalition,Q18158662,Big Dad Ritch
Q7712021,The A-Bones,Q15497675,Miriam Linna
Q16247210,Bleachers,Q151304,Jack Antonoff
Q7715946,The Be Five,Q229740,Mira Furlan
Q16837501,Four King Cousins,Q7807881,Tina Cole
Q16952937,Mod Fun,Q6838205,Mick Hale
Q16949934,Madder Rose,Q6780112,Mary Lorson
Q16950823,Spahn Ranch,Q6788726,Matt Green
Q16952956,Modelsaint,Q7537768,Skyla Talon
Q491892,Static-X,Q439366,Wayne Static
Q491448,RatDog,Q925474,Rob Wasserman
Q488728,Dirty Dozen Brass Band,Q5079598,Charles Joseph
Q489653,Andain,Q4343057,Josh Gabriel
Q489293,The Call,Q1926925,Michael Been
Q5602293,Green Apple Quick Step,Q7860190,Tyler Willman
Q7632353,Suburban Legends,Q7803912,Tim Maurer
Q5607435,Grenadine,Q13561695,Jenny Toomey
Q5639170,Hail,Q7648781,Susanne Lewis
Q5554161,Get Smart!,Q15278833,Velvet Crush
Q5448085,Figures of Light,Q7992253,Wheeler Winston Dixon
Q5506361,Fruit Bats,Q16215845,Eric D. Johnson
Q5988957,Idiot Flesh,Q13587857,Nils Frykdahl
Q5587257,Goshen,Q5596251,Grant Hayunga
Q5594780,Grand Mal,Q4911365,Bill Whitten
Q5592103,Grady,Q5584705,Gordie Johnson
Q5583489,Goodness,Q5046201,Carrie Akre
Q16292807,Retox,Q5515363,Gabe Serbian
Q84099774,Hamerkop,Q4838840,Annabel Alpers
Q15052817,MonstrO,Q4899339,Bevan Davies
Q17182642,Beverly,Q5491053,Frankie Rose
Q7716045,The Bears,Q363019,Adrian Belew
Q7716528,The Bens,Q435681,Ben Folds
Q7716482,The Belmonts,Q535900,Angelo D’Aleo
Q7715946,The Be Five,Q707026,Peter Jurasik
Q20684219,IT'S MY PARTY!,Q270128,Eliza Schneider
Q20671676,Tres Mts.,Q366775,Jeff Ament
Q5245536,Deadbeat Darling,Q16215867,Joseph King
Q16849369,Jake Hamilton & the Sound,Q16209271,Jake Hamilton
Q5232695,David Crowder Band,Q16208285,Crowder
Q7729372,The Deadweights,Q7994941,White Jimmy
Q5243321,Days Between Stations,Q16215533,Sepand Samzadeh
Q61747673,Jackie Brenston & His Delta Cats,Q16013644,Raymond Hill
Q7977751,We Shot the Moon,Q16221808,Jonathan Jones
Q7729317,The Dead Science,Q16199394,Jherek Bischoff
Q17122922,Odd Squad,Q1206920,Devin the Dude
Q7718858,The Blue Velvets,Q326538,John Fogerty
Q7719992,The Brian May Band,Q252681,Jamie Moses
Q7719992,The Brian May Band,Q313854,Eric Singer
Q20647829,Secret Girls,Q20657444,Nikki Exotika
Q20685208,R.M.G.,Q19609658,B. Cooper
Q20685658,Stay Human,Q17091405,Joe Saylor
Q20684158,Hands,Q16728884,Everything in Slow Motion
Q20684862,Monotheist,Q21621600,JJ Polachek
Q20685658,Stay Human,Q39052555,Maddie Rice
Q3762041,Dream Street,Q191842,Jesse McCartney
Q20685610,Sonic Sum,Q7340565,Rob Sonic
Q20684826,Misery Chastain,Q7456524,Seth Kimbrough
Q7718759,Jimmy James and the Blue Flames,Q5928,Jimi Hendrix
Q24706034,Prophets of Rage,Q460536,Tim Commerford
Q24706034,Prophets of Rage,Q352246,B-Real
Q24706034,Prophets of Rage,Q426687,Brad Wilk
Q90535187,Harry James and His Orchestra,Q40912,Frank Sinatra
Q90535187,Harry James and His Orchestra,Q163861,Harry James
Q90127922,Link Wray and his Ray Men,Q252248,Link Wray
Q5250249,Deep Puddle Dynamics,Q6131487,Sole
Q5319561,Dysrhythmia,Q16226328,Kevin Hufnagel
Q5325290,Eagle Twin,Q5533779,Gentry Densley
Q5250155,Deep Dickollective,Q16205194,Juba Kalamka
Q5332837,Echoterra,Q6812700,Melissa Ferlaak
Q5324791,E For Explosion,Q6147860,Jamison Covington
Q5331306,Eatmewhileimhot,Q8345652,Christofer Drew
Q17126985,Primitive Man,Q63068857,Ethan Lee McCarthy
Q6304877,Jughead,Q335598,Derek Sherinian
Q6305311,Juju Mob,Q353400,Chief Kamachi
Q17107928,This World,Q19667211,Lee Kohler
Q4866749,Bash & Pop,Q470678,Tommy Stinson
Q17144605,White Noise Owl,Q17517313,Pete Murray
Q17150172,Forte Tenors,Q19861525,Josh Page
Q17150172,Forte Tenors,Q17517298,Sean Panikkar
Q15052901,ASAP Mob,Q18818796,ASAP Yams
Q15052901,ASAP Mob,Q28700673,ASAP TyY
Q18155070,Marriages,Q17411149,Emma Ruth Rundle
Q18149741,Ex-Idols,Q17309025,Gary Finneran
Q17182426,The Friggs,Q16207989,Palmyra Delran
Q5580330,Goldspot,Q18630719,Siddharta Khosla
Q7545956,Smokey & Miho,Q21552664,Smokey Hormel
Q7261110,Pure Love,Q22079895,Frank Carter & The Rattlesnakes
Q15052901,ASAP Mob,Q23879633,ASAP Twelvyy
Q7119107,PFR,Q16209333,Joel Hanson
Q15052765,Moshe Hecht Band,Q16223660,Moshe Hecht
Q18890163,Art of Anarchy,Q606969,Scott Stapp
Q18719009,The Nikhil Korula Band,Q18217118,Nikhil Korula
Q18719000,World Fire Brigade,Q18718991,Sean Danielsen
Q18719062,Harvard of the South,Q444520,Justin Furstenfeld
Q18712811,The Bobby Broom Trio,Q888466,Bobby Broom
Q18719121,SIMO,Q5489843,Frank Swart
Q24908102,Wakrat,Q460536,Tim Commerford
Q60588325,Little Richard and His Band,Q449268,Alvin Tyler
Q20012196,FFS,Q458625,Alex Kapranos
Q7987840,Western Flyer,Q7612194,Steve Charles
Q7994836,White Hot Odyssey,Q7613592,Steve Perry
Q7987849,Western Front,Q5494856,Fred Cole
Q7995527,White Whale,Q6789402,Matt Suggs
Q7994776,White Heart,Q16186251,Mark Gersmehl
Q7742864,The Jackofficers,Q5559079,Gibby Haynes
Q7742899,The Jaggerz,Q6199403,Jimmie Ross
Q7993820,Whirlwind Heat,Q30095267,Steve Damstra
Q24204459,Warshow Angels,Q6421893,Kneel Cohn
Q24706034,Prophets of Rage,Q733373,Chuck D
Q24259784,The Snails,Q6150518,Jana Hunter
Q24658460,NxWorries,Q20684396,Knxwledge
Q24706034,Prophets of Rage,Q5205366,DJ Lord
Q7717479,The Big 3,Q49734,Cass Elliot
Q7555537,Sol Invicto,Q7330530,Richie Londres
Q7714771,The Asylum Choir,Q6755391,Marc Benno
Q7714565,The Artificial Heart,Q7366938,Rory Phillips
Q7715245,The Back Porch Majority,Q7292439,Randy Sparks
Q7715166,The Babies,Q18637791,Cassie Ramone
Q3521290,The Honeymoon Killers,Q3002887,Cristina Martínez
Q3434141,Rob & Fab,Q563326,Fab Morvan
Q3522283,The Pop Culture Suicides,Q2076667,Zim Zum
Q16833643,Drain,Q6411339,King Coffey
Q16829947,Doldrums,Q7198868,Pitchblende
Q16824304,Bricks,Q6722319,Mac McCaughan
Q16822837,Beartooth,Q5019306,Caleb Shomo
Q16826870,Circulatory System,Q8002768,Will Cullen Hart
Q16829931,The Dogs,Q5281556,Disco Rick
Q16825191,The Cadillac Three,Q16730378,Jaren Johnston
Q16822337,Bang on a Can All Stars,Q7342124,Robert Black
Q24895714,case/lang/veirs,Q230454,k.d. lang
Q25351889,Go Ahead,Q862250,Bill Kreutzmann
Q25405006,Metal Allegiance,Q443818,Alex Skolnick
Q27817612,Watkins Family Hour,Q375055,Benmont Tench
Q27817612,Watkins Family Hour,Q1154965,Sara Watkins
Q3623622,Evelyn Evelyn,Q240377,Amanda Palmer
Q3746567,Fleming and John,Q40741179,John
Q3746567,Fleming and John,Q40741162,Fleming
Q3773639,Gotham Road,Q2450911,Michale Graves
Q3743393,The Paris Sisters,Q7245619,Priscilla Paris
Q24706034,Prophets of Rage,Q297552,Tom Morello
Q3736467,F-Minus,Q4264989,Brad Logan
Q3736269,Eyedea & Abilities,Q5205247,DJ Abilities
Q18890163,Art of Anarchy,Q363236,Scott Weiland
Q7716482,The Belmonts,Q5041553,Carlo Mastrangelo
Q18890163,Art of Anarchy,Q74889,John Moyer
Q7716474,The Belltower,Q16734642,Jody Porter
Q15059576,The Olms,Q939105,Pete Yorn
Q15053618,Black Camaro,Q4963816,Brian Garth
Q15053782,Slave to the System,Q2044777,Damon Johnson
Q15053609,The Whigs,Q5648476,Hank Sullivant
Q15058019,Hellion,Q4766277,Ann Boleyn
Q20684854,Monarch,Q2617484,Brent Kutzle
Q20671676,Tres Mts.,Q4121042,Doug Pinnick
Q20685658,Stay Human,Q6272528,Jon Batiste
Q20671676,Tres Mts.,Q7329292,Richard Stuverud
Q20684638,lowercase,Q6232972,Imaad Wasif
Q7977751,We Shot the Moon,Q30612322,Crane Technique
Q7729323,The Dead Texan,Q28228628,Christina Vantzou
Q7763496,The Severin Sisters,Q55405613,Haley Severin
Q7720949,The Cake,Q69975967,Jeanette Jacobs
Q7720949,The Cake,Q69981461,Barbara Morillo
Q61044526,The Neal Morse Band,Q28867977,Eric Gillette
Q16847685,Insects vs Robots,Q59580097,Micah Nelson
Q7982840,Wendy and Bonnie,Q40754543,Bonnie
Q7982840,Wendy and Bonnie,Q40754529,Wendy
Q16848283,Into Another,Q56398063,Tony Bono
Q7739621,The High Water Marks,Q20735786,Mike Snowden
Q7738796,The Happy Bullets,Q6163357,Jason Roberts
Q7739252,The Heathens,Q6788420,Matt Butcher
Q7738876,The Harden Trio,Q85696662,Bobby Harden
Q7738225,The Greencards,Q5325530,Eamon McLoughlin
Q7739619,The High Violets,Q6348648,Kaitlyn ni Donovan
Q7739622,The High Strung,Q19664877,Josh Malerman
Q7738222,The Greenbriar Boys,Q6239020,John Herald
Q3815200,Kill for Thrills,Q343304,Gilby Clarke
Q3985799,The Baseball Project,Q323739,Steve Wynn
Q3985799,The Baseball Project,Q346801,Peter Buck
Q7314343,Reptile House,Q3840698,Lungfish
Q7318789,Revolutionary Ensemble,Q13036399,Leroy Jenkins
Q7318789,Revolutionary Ensemble,Q1687731,Jerome Cooper
Q7316113,Restiform Bodies,Q7142456,Passage
Q7321887,Rhythm & Noise,Q16226361,Naut Humon
Q7318148,Reverend Zen,Q6112388,Jack Evans
Q7323361,Hopewell,Q6163451,Jason Sebastian Russo
Q3714473,Dot Hacker,Q219638,Josh Klinghoffer
Q3706005,Desperado,Q366044,Dee Snider
Q3714826,Dr. Chud's X-Ward,Q2269071,Dr. Chud
Q15053581,Ming and Ping,Q40755172,Ming
Q15176435,Heffron Drive,Q16297721,Dustin Belt
Q15053581,Ming and Ping,Q40755173,Ping
Q7807754,Tin Hat,Q437819,Carla Kihlstedt
Q5347815,Egg Hunt,Q455545,Ian MacKaye
Q3191333,KBC Band,Q504658,Marty Balin
Q7296889,Raw Silk,Q13561731,Jessica Cleaves
Q1961357,NRBQ,Q16119995,Terry Adams
Q7545956,Smokey & Miho,Q9012359,Joey Waronker
Q15052865,Moshiach Oi!,Q15059472,Yishai Romanoff
Q15052901,ASAP Mob,Q15648254,A$AP Ferg
Q15052901,ASAP Mob,Q16148807,ASAP Nast
Q7269434,Quasi,Q13407947,Joanna Bolme
Q7542144,Slowdown Virginia,Q9087686,Tim Kasher
Q7104061,Orrall & Wright,Q6090189,Robert Ellis Orrall
Q7733612,The Features,Q5293501,Don Sergio
Q7104944,Orthotonics,Q7154262,Paul Watson
Q7104034,Orquesta del Desierto,Q7177072,Peter Stahl
Q7102813,Orion the Hunter,Q5478121,Fran Cosmo
Q7749669,The Maines Brothers Band,Q6662602,Lloyd Maines
Q7100031,Orbit,Q6174816,Jeff Robbins
Q5250362,Deep Wound,Q739681,J Mascis
Q5327318,Earthstar,Q5181618,Craig Wuest
Q5324747,EZ-Street,Q1381363,Jim Martin
Q5325887,Earl Greyhound,Q5111929,Christopher Bear
Q5327103,Earth Opera,Q1647656,Peter Rowan
Q18369507,Bundle of Hiss,Q740145,Dan Peters
Q18393721,The Rides,Q708721,Kenny Wayne Shepherd
Q62093643,Foss,Q707708,Cedric Bixler-Zavala
Q90127922,Link Wray and his Ray Men,Q20734347,Doug Wray
Q55635037,Au Go-Go Singers,Q48999,Richie Furay
Q89927350,Windows (band),Q50505077,Matthew Arias
Q89925610,Mystic Braves,Q50505077,Matthew Arias
Q90127922,Link Wray and his Ray Men,Q1873735,Lucky Wray
Q19666666,Bucky Jonson,Q18719010,George Pajon
Q19864364,Tone Dogs,Q318587,Matt Cameron
Q19866215,The Beakers,Q16189519,Mark Haskell Smith
Q7318789,Revolutionary Ensemble,Q188150,Sirone
Q7807754,Tin Hat,Q816496,Ben Goldberg
Q3174727,Pigface,Q1110294,Martin Atkins
Q19655814,Postmodern Jukebox,Q1185418,Haley Reinhart
Q3194873,The Kelley Deal 6000,Q1282821,Kelley Deal
Q83385262,The Tennessee Two,Q1277670,Marshall Grant
Q5572244,Glowbug,Q114489,Daniel Anderson
Q19655814,Postmodern Jukebox,Q195058,Casey Abrams
Q15762275,The Never Ending,Q204005,Debby Ryan
Q5569578,Glider,Q178549,Counting Crows
Q3732569,Error,Q520346,Atticus Ross
Q3732569,Error,Q506558,Brett Gurewitz
Q3752540,Freak of Nature,Q718348,Mike Tramp
Q24658460,NxWorries,Q20810369,Anderson .Paak
Q60536435,Chuck Berry & His Combo,Q5921,Chuck Berry
Q23661714,The Dorsey Brothers,Q560716,Jimmy Dorsey
Q23305661,Austin Stone Worship,Q714033,Chris Tomlin
Q7809183,Tired Pony,Q705424,Gary Lightbody
Q63546531,Emmy & The Emmys,Q1744,Madonna
Q14159626,The War on Drugs,Q984331,Kurt Vile
Q16065508,Lake Street Dive,Q7279088,Rachael Price
Q13642787,Latent Anxiety,Q10981679,Ilja Rosendahl
Q15807955,Emanuel and the Fear,Q16727343,Emanuel Ayvas
Q15835975,Mystic-Force,Q55931450,Doug Guckert
Q15835975,Mystic-Force,Q57180888,Richard Madenfort
Q14158734,The Hot Club of Cowtown,Q959673,Elana James
Q15912398,Latyrx,Q6495423,Lateef the Truthspeaker
Q7739278,The Heavy Circles,Q260649,Edie Brickell
Q20014369,The International Swingers,Q704955,Clem Burke
Q18350785,Deadline,Q703637,Michael Beinhorn
Q18393804,The Split Squad,Q704955,Clem Burke
Q24915077,On Fillmore,Q547373,Jim O'Rourke
Q19979275,Tremonti,Q547366,Mark Tremonti
Q18393721,The Rides,Q354496,Stephen Stills
Q55635037,Au Go-Go Singers,Q354496,Stephen Stills
Q24895714,case/lang/veirs,Q431591,Neko Case
Q5250648,Deepspace5,Q21063711,Playdough
Q15790827,California Breed,Q310749,Glenn Hughes
Q16156674,Adler,Q1291701,Steven Adler
Q15850507,The Larks,Q5292875,Don Julian
Q21648421,DNCE,Q191088,Joe Jonas
Q21664282,The Arcs,Q2418836,Dan Auerbach
Q22019796,The Black Queen,Q746768,Greg Puciato
Q24895714,case/lang/veirs,Q508462,Laura Veirs
Q62020590,Motorcycle,Q526070,Jes Brieden
Q24914397,Alert312,Q497240,Master of ceremonies
Q62026424,Joe Williams' Washboard Blues Singers,Q519289,Big Joe Williams
Q63341512,First Ladies of Disco,Q290468,Evelyn King
Q3987318,The Golliwogs,Q326538,John Fogerty
Q42303191,Gene Krupa & His Orchestra,Q319980,Gene Krupa
Q18718996,Snew,Q20630556,Willie Basse
Q15122795,Fight or Flight,Q74908,Dan Donegan
Q18719011,Swimmers,Q91150555,Max Becker
Q15176435,Heffron Drive,Q442721,Kendall Schmidt
Q15053657,Tribe of Judah (band),Q610009,Gary Cherone
Q18719101,Little Big League,Q44555381,Michelle Zauner
Q18719011,Swimmers,Q91146247,Cole Becker
Q18719011,Swimmers,Q91151223,Seb Mueller
Q18719011,Swimmers,Q91151544,Joey Armstrong
Q16949823,Machine,Q25493801,August Darnell
Q59539359,The Bluenotes,Q2428968,Ben Keith
Q60567457,No Authority,Q2467799,Josh Keaton
Q22080821,Fuzz,Q2354373,Ty Segall
Q59539359,The Bluenotes,Q6234402,John Fumo
Q3986127,The Brood,Q6271296,Jon Nelson
Q19979284,Wonderful,Q6162718,Jason Holstrom
Q22080571,Solamors,Q6163795,Jason Wisdom
Q3981112,Tarentel,Q6176402,Jefre Cantu-Ledesma
Q18387386,Peel,Q6397354,Kevin Ridel
Q55594738,Marie/Lepanto,Q5889354,Will Johnson
Q3574325,El Grupo Nuevo de Omar Rodriguez Lopez,Q335579,Omar Rodríguez-López
Q7797599,Three Loco,Q326440,Andy Milonakis
Q3574332,Omar Rodriguez Lopez Group,Q335579,Omar Rodríguez-López
Q23661714,The Dorsey Brothers,Q313529,Tommy Dorsey
Q16967910,Pullman,Q1077028,Chris Brokaw
Q13643775,Liquid Blue,Q28368288,Diana Lynne Ferrer
Q16967982,Puss n Boots,Q549981,Norah Jones
Q15044343,Echosmith,Q20898554,Sydney Sierota
Q3176343,The Joe Perry Project,Q313378,Joe Perry
Q16841124,Hard 'n Phirm,Q313049,Chris Hardwick
Q4009862,Verbena,Q4647458,A. A. Bondy
Q4642994,707,Q6396008,Kevin Chalfant
Q3991342,Tilt,Q5120406,Cinder Block
Q91898757,Karen O and the Kids,Q494676,Karen Lee Orzolek
Q4004606,Underminded,Q5977999,Nick Martin
Q4017719,Waking Ashland,Q16221808,Jonathan Jones
Q7719992,The Brian May Band,Q438688,Neil Murray
Q7719251,The Book of Knots,Q3298365,Tony Maimone
Q7719065,The Bomb,Q1626593,Jeff Pezzati
Q7719992,The Brian May Band,Q441600,Spike Edney
Q3714960,Drag the River,Q6271592,Jon Snodgrass
Q3704763,Degenerates,Q7436013,Scott Boman
Q3715355,Drifting Cowboys,Q8012260,William Herbert York
Q3715355,Drifting Cowboys,Q5292769,Don Helms
Q3715355,Drifting Cowboys,Q5763381,Hillous Butrum
Q16172701,Ben Jackson Group,Q9653985,Ben Jackson
Q16984044,Bell Gardens,Q6390261,Kenneth James Gibson
Q17019820,P.S. Eliot,Q7975703,Waxahatchee
Q16967715,Prick,Q6396970,Kevin McMahon
Q16967132,Pitchfork,Q7331406,Rick Froberg
Q16968164,Raft of Dead Monkeys,Q6175102,Jeff Suffering
Q3684833,Common Rider,Q1154178,Jesse Michaels
Q3675560,Chris Robinson Brotherhood,Q1077723,Chris Robinson
Q23043355,Black Cats,Q1279891,Ebi
Q22080349,Death Ray Vision,Q1106462,Brian Fair
Q3596267,’Til Tuesday,Q239587,Aimee Mann
Q3599894,8-Eyed Spy,Q261990,Lydia Lunch
Q83385262,The Tennessee Two,Q1387284,Luther Perkins
Q3184492,Love Unlimited,Q1531964,Glodean White
Q5567051,Glass Harp,Q1579192,Phil Keaggy
Q3197100,Kings of Rhythm,Q1677281,Jackie Brenston
Q3521898,The Misunderstood,Q4096115,Richard Shaw Brown
Q3432082,Runner Runner,Q7384399,Ryan Ogren
Q19655814,Postmodern Jukebox,Q28113012,Chloe Feoranzo
Q3443769,Restless Heart,Q21062528,Verlon Thompson
Q19655814,Postmodern Jukebox,Q23815608,Robyn Adele Anderson
Q19655814,Postmodern Jukebox,Q23879692,Sarah Reich
Q3522116,Osborne Brothers,Q4935435,Bobby Osborne
Q19655814,Postmodern Jukebox,Q24248252,Aubrey Logan
Q3473386,Sarah Lee Guthrie & Johnny Irion,Q17379332,Sarah Lee Guthrie
Q59539359,The Bluenotes,Q1058553,Chad Cromwell
Q3979781,T.T. Quick,Q953249,Mark Tornillo
Q18393721,The Rides,Q809037,Barry Goldberg
Q24897007,Crossing Rubicon,Q775334,Jeanne Sagan
Q22907218,Nav/attack,Q4757815,Andrew Lynch
Q62020590,Motorcycle,Q4343057,Josh Gabriel
Q62020590,Motorcycle,Q5228694,Dave Dresden
Q3698812,Cry of Love,Q4820055,Audley Freed
Q23038209,The Lords of 52nd Street,Q5300926,Doug Stegmeyer
Q3700210,D.I.,Q5048569,Casey Royer
Q18354563,Triptyq,Q4776286,Antoniette Costa
Q3677486,Circle of Dust,Q4357377,Klank
Q7759478,The Rats,Q5494856,Fred Cole
Q7759410,The Range Rats,Q5494856,Fred Cole
Q7758718,The Pulsars,Q5230014,Dave Trumfio
Q7758462,The Prodigals,Q5606944,Gregory Grene
Q7737395,The Gothic Archies,Q2395308,Stephin Merritt
Q7738336,The GrooveGrass Boyz,Q452411,Bootsy Collins
Q7718402,The Black Pacific,Q2256087,Jim Lindberg
Q7738876,The Harden Trio,Q4792152,Arlene Harden
Q7796980,Thought Chamber,Q7693435,Ted Leonard
Q7811375,Toadies,Q7908200,Vaden Todd Lewis
Q19655814,Postmodern Jukebox,Q7421726,Sara Niemietz
Q3178123,Tommy Tutone,Q7819508,Tommy Heath
Q5574909,Go Sailor,Q7367862,Rose Melberg
Q16840032,The Great Unraveling,Q7821392,Tonie Joy
Q59149232,Sonny Terry & Brownie McGhee,Q950313,Brownie McGhee
Q59149232,Sonny Terry & Brownie McGhee,Q781878,Sonny Terry
Q3990892,Thrones,Q957289,Joe Preston
Q16967837,Wonderlick,Q4129653,Penn Jillette
Q16967770,Pro Era,Q3201552,Joey Bada$$
Q16967770,Pro Era,Q20090712,CJ Fly
Q16967770,Pro Era,Q15122641,Capital Steez
Q16967770,Pro Era,Q21062562,Kirk Knight
Q16968447,Reefer,Q16221644,Nicholas Thorburn
Q17462658,Ronnie Dio & the Prophets,Q185151,Ronnie James Dio
Q16967649,Prayers for Atheists,Q16734300,Jared Paul
Q7759541,The Reactionaries,Q6776720,Martin Tamburovich
Q55900775,Odyssey the Band,Q644768,James Blood Ulmer
Q7759475,The Rationals,Q5993750,Scott Morgan
Q7919286,Velocity Girl,Q7422767,Sarah Shannon
Q7739693,The Hillmen,Q58238464,Rex Gosdin
